Type,Status,Created Date,Delivered,Delivery Date,Received,Receive Date,Withdrawn,Withdraw Date,Expired,Expire Date,Locker Name,Locker Box Door,Locker Size,Pickup Duration,Delivery Duration,Collect Duration,Send Duration,Location Type,Address,Latitude,longitude,Borough,Community Board,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020)
Receive,Completed,04/22/2024 02:18:00 PM,TRUE,04/22/2024 04:26:00 PM,TRUE,04/22/2024 02:18:00 PM,TRUE,04/22/2024 08:39:00 PM,TRUE,04/25/2024 04:26:00 PM,508-1,14,S,00.04.13.12,00.02.08.08,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/22/2024 02:19:00 PM,TRUE,04/22/2024 04:26:00 PM,TRUE,04/22/2024 02:19:00 PM,TRUE,04/22/2024 08:39:00 PM,TRUE,04/25/2024 04:26:00 PM,508-1,14,S,00.04.12.51,00.02.07.02,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/22/2024 02:20:00 PM,TRUE,04/22/2024 04:23:00 PM,TRUE,04/22/2024 02:20:00 PM,TRUE,04/22/2024 08:39:00 PM,TRUE,04/25/2024 04:23:00 PM,508-1,14,S,00.04.15.50,00.02.03.33,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/22/2024 02:23:00 PM,TRUE,04/22/2024 04:23:00 PM,TRUE,04/22/2024 02:23:00 PM,TRUE,05/03/2024 09:14:00 PM,TRUE,04/25/2024 04:23:00 PM,508-1,11,M,11.04.50.49,00.02.00.57,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/22/2024 02:30:00 PM,TRUE,04/22/2024 04:24:00 PM,TRUE,04/22/2024 02:30:00 PM,TRUE,04/23/2024 01:19:00 PM,TRUE,04/25/2024 04:24:00 PM,508-1,4,M,00.20.54.38,00.01.54.26,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/22/2024 02:38:00 PM,TRUE,04/22/2024 04:25:00 PM,TRUE,04/22/2024 02:38:00 PM,TRUE,04/24/2024 11:44:00 AM,TRUE,04/25/2024 04:25:00 PM,508-1,17,S,01.19.19.37,00.01.46.43,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/22/2024 02:41:00 PM,TRUE,04/22/2024 04:24:00 PM,TRUE,04/22/2024 02:41:00 PM,TRUE,04/29/2024 04:24:00 PM,TRUE,04/25/2024 04:24:00 PM,508-1,13,M,06.23.59.17,00.01.43.27,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/22/2024 02:46:00 PM,TRUE,04/22/2024 04:25:00 PM,TRUE,04/22/2024 02:46:00 PM,TRUE,04/22/2024 07:47:00 PM,TRUE,04/25/2024 04:25:00 PM,508-1,15,M,00.03.21.33,00.01.38.55,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/22/2024 02:48:00 PM,TRUE,04/22/2024 04:25:00 PM,TRUE,04/22/2024 02:48:00 PM,TRUE,05/01/2024 09:37:00 PM,TRUE,04/25/2024 04:25:00 PM,508-1,18,S,09.05.11.16,00.01.37.39,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/22/2024 02:52:00 PM,TRUE,04/22/2024 04:24:00 PM,TRUE,04/22/2024 02:52:00 PM,TRUE,05/03/2024 09:14:00 PM,TRUE,04/25/2024 04:24:00 PM,508-1,11,S,11.04.50.29,00.01.31.25,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/22/2024 02:53:00 PM,TRUE,04/22/2024 04:27:00 PM,TRUE,04/22/2024 02:53:00 PM,TRUE,04/24/2024 11:46:00 AM,TRUE,04/25/2024 04:27:00 PM,508-1,19,S,01.19.18.52,00.01.33.18,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/22/2024 03:38:00 PM,TRUE,04/23/2024 03:46:00 PM,TRUE,04/22/2024 03:38:00 PM,TRUE,04/23/2024 08:27:00 PM,TRUE,04/26/2024 03:46:00 PM,508-1,22,S,00.04.40.14,01.00.08.28,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/22/2024 03:40:00 PM,TRUE,04/23/2024 03:47:00 PM,TRUE,04/22/2024 03:40:00 PM,TRUE,04/23/2024 08:27:00 PM,TRUE,04/26/2024 03:47:00 PM,508-1,6,M,00.04.39.03,01.00.07.44,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/23/2024 02:10:00 PM,TRUE,04/23/2024 03:45:00 PM,TRUE,04/23/2024 02:10:00 PM,TRUE,04/24/2024 12:12:00 PM,TRUE,04/26/2024 03:45:00 PM,508-1,14,S,00.20.26.30,00.01.34.57,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/23/2024 02:14:00 PM,TRUE,04/23/2024 03:48:00 PM,TRUE,04/23/2024 02:14:00 PM,TRUE,04/23/2024 08:54:00 PM,TRUE,04/24/2024 03:48:00 PM,508-1,1,L,00.05.06.36,00.01.33.37,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/23/2024 02:15:00 PM,TRUE,04/23/2024 03:46:00 PM,TRUE,04/23/2024 02:15:00 PM,TRUE,04/23/2024 06:50:00 PM,TRUE,04/26/2024 03:46:00 PM,508-1,21,S,00.03.04.16,00.01.30.58,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/23/2024 02:19:00 PM,TRUE,04/23/2024 03:45:00 PM,TRUE,04/23/2024 02:19:00 PM,TRUE,04/23/2024 06:59:00 PM,TRUE,04/26/2024 03:45:00 PM,508-1,10,S,00.03.13.45,00.01.26.26,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/23/2024 02:20:00 PM,TRUE,04/23/2024 03:45:00 PM,TRUE,04/23/2024 02:20:00 PM,TRUE,04/25/2024 10:59:00 PM,TRUE,04/26/2024 03:45:00 PM,508-1,20,S,02.07.14.01,00.01.25.03,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/23/2024 02:21:00 PM,TRUE,04/23/2024 03:47:00 PM,TRUE,04/23/2024 02:21:00 PM,TRUE,04/23/2024 03:57:00 PM,TRUE,04/26/2024 03:47:00 PM,508-1,28,M,00.00.09.32,00.01.25.45,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/23/2024 02:46:00 PM,TRUE,04/23/2024 03:47:00 PM,TRUE,04/23/2024 02:46:00 PM,TRUE,04/24/2024 06:42:00 PM,TRUE,04/26/2024 03:47:00 PM,508-1,23,S,01.02.55.08,00.01.00.57,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/23/2024 02:55:00 PM,TRUE,04/23/2024 03:46:00 PM,TRUE,04/23/2024 02:55:00 PM,TRUE,04/26/2024 02:36:00 PM,TRUE,04/26/2024 03:46:00 PM,508-1,4,M,02.22.50.06,00.00.50.27,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/23/2024 02:57:00 PM,TRUE,04/23/2024 03:47:00 PM,TRUE,04/23/2024 02:57:00 PM,TRUE,04/23/2024 08:54:00 PM,TRUE,04/24/2024 03:47:00 PM,508-1,27,M,00.05.07.36,00.00.49.24,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/24/2024 02:41:00 PM,TRUE,04/24/2024 05:07:00 PM,TRUE,04/24/2024 02:41:00 PM,TRUE,05/03/2024 09:14:00 PM,TRUE,04/27/2024 05:07:00 PM,508-1,10,S,09.04.07.06,00.02.25.53,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/24/2024 02:46:00 PM,TRUE,04/24/2024 05:07:00 PM,TRUE,04/24/2024 02:46:00 PM,TRUE,04/24/2024 08:15:00 PM,TRUE,04/27/2024 05:07:00 PM,508-1,2,S,00.03.08.13,00.02.20.53,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/24/2024 02:47:00 PM,TRUE,04/24/2024 05:08:00 PM,TRUE,04/24/2024 02:47:00 PM,TRUE,04/24/2024 05:52:00 PM,TRUE,04/27/2024 05:08:00 PM,508-1,6,S,00.00.44.26,00.02.20.34,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/24/2024 02:49:00 PM,TRUE,04/24/2024 05:09:00 PM,TRUE,04/24/2024 02:49:00 PM,TRUE,04/25/2024 10:59:00 PM,TRUE,04/27/2024 05:09:00 PM,508-1,15,M,01.05.50.35,00.02.19.46,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/24/2024 02:51:00 PM,TRUE,04/24/2024 05:09:00 PM,TRUE,04/24/2024 02:51:00 PM,TRUE,04/26/2024 01:40:00 PM,TRUE,04/27/2024 05:09:00 PM,508-1,25,M,01.20.30.30,00.02.18.15,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/24/2024 02:53:00 PM,TRUE,04/24/2024 05:09:00 PM,TRUE,04/24/2024 02:53:00 PM,TRUE,04/29/2024 04:24:00 PM,TRUE,04/27/2024 05:09:00 PM,508-1,24,M,04.23.14.30,00.02.15.55,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/24/2024 04:12:00 PM,TRUE,04/25/2024 04:26:00 PM,TRUE,04/24/2024 04:12:00 PM,TRUE,04/26/2024 09:53:00 AM,TRUE,04/28/2024 04:26:00 PM,508-1,34,S,00.17.27.25,01.00.13.15,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/25/2024 02:24:00 PM,TRUE,04/25/2024 04:27:00 PM,TRUE,04/25/2024 02:24:00 PM,TRUE,04/26/2024 09:01:00 PM,TRUE,04/28/2024 04:27:00 PM,508-1,44,L,01.04.34.42,00.02.02.33,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/25/2024 02:31:00 PM,TRUE,04/25/2024 04:25:00 PM,TRUE,04/25/2024 02:31:00 PM,TRUE,04/26/2024 02:58:00 PM,TRUE,04/26/2024 04:25:00 PM,508-1,6,M,00.22.33.05,00.01.53.48,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/26/2024 02:15:00 PM,TRUE,04/26/2024 04:17:00 PM,TRUE,04/26/2024 02:15:00 PM,TRUE,04/26/2024 09:01:00 PM,TRUE,04/29/2024 04:17:00 PM,508-1,4,S,00.04.44.01,00.02.01.48,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
Receive,Completed,04/26/2024 02:30:00 PM,TRUE,04/26/2024 04:18:00 PM,TRUE,04/26/2024 02:30:00 PM,TRUE,04/26/2024 05:45:00 PM,TRUE,04/29/2024 04:18:00 PM,508-1,14,S,00.01.26.00,00.01.48.27,,,Indoor,"508  East 12th St, Newyork, NY 10009",40.72886533,-73.98083797,Manhattan,103,2,1005169,1004050012,34,MN0303
